Counting cache functions... Output every 1 seconds.
TIME         HITS   MISSES  DIRTIES    RATIO   BUFFERS_MB   CACHE_MB
15:53:18     2014        0    13632   100.0%            9      14992
15:53:19     1923    13024    12133    12.9%            9      15000
15:53:20     2007    33760     9985     5.6%            9      15015
15:53:21     2064        5     5047    99.8%            9      15005
15:53:22     2173        4     9179    99.8%            9      15012
15:53:23     2153        5    16223    99.8%            9      15001
15:53:24     2102     6531    15270    24.3%            9      15011
15:53:25     2115    14310    12398    12.9%            9      15015
15:53:26     2150        3    13717    99.9%            9      15002
15:53:27     2025     3107    13218    39.5%            9      14999
15:53:28     2031    22515    12121     8.3%            9      15012
15:53:29     2041    12064    16335    14.5%            9      15002
15:53:30     1961    36000     6869     5.2%            9      15015
15:53:31     2020        0    15147   100.0%            9      15007
15:53:32     2223        6    11954    99.7%            9      15016
15:53:33     2082        0    15067   100.0%            9      15006
15:53:34     2005        0    16363   100.0%            9      14994
15:53:35     1961    16320    10574    10.7%            9      15013
15:53:36     1996    31069    12179     6.0%            9      15011
15:53:37     2000        0     9836   100.0%            9      14991
15:53:38     2005        0    10306   100.0%            9      14997
15:53:39     1993        0    15733   100.0%            9      15010
15:53:40     2006    18912    11216     9.6%            9      14996
15:53:41     2036    27810    13815     6.8%            9      14994
15:53:42     1957        0    10618   100.0%            9      14997
15:53:43     1978        0    10105   100.0%            9      15007
15:53:44     1995        0    14428   100.0%            9      14993
15:53:45     1970        0     9023   100.0%            9      14990
15:53:46     3002    21473    13660    12.3%            9      15011
15:53:47     2025    26304    10981     7.1%            9      15000
15:53:48     1996        0    13974   100.0%            9      14994
15:53:49     1985        0    14279   100.0%            9      15007
15:53:50     1981    24736    14559     7.4%            9      15018
15:53:51     1966    22178     9631     8.1%            9      15008
15:53:52     1943        0    10769   100.0%            9      15010
15:53:53     2028        0    17320   100.0%            9      15002
15:53:54     1992        0    17795   100.0%            9      14995
15:53:55     1960    27456    11714     6.7%            9      15007
15:53:56     1972    19036     8306     9.4%            9      15010
15:53:57     2008        0    15491   100.0%            9      14998
15:53:58     2025        0    12743   100.0%            9      15012
15:53:59     2025        0    13382   100.0%            9      14998
15:54:00     2019        0    15722   100.0%            9      14986
15:54:01     2018    31138    13221     6.1%            9      15000
15:54:02     2026    16800    13016    10.8%            9      14996
15:54:04     2139        6    13157    99.7%            9      15004
15:54:05     2175        3    13059    99.9%            9      14993
15:54:06     2121        6    11321    99.7%            9      14999
15:54:07     2020    13921     9380    12.7%            9      14995
15:54:08     2114    11622     9490    15.4%            9      14998
15:54:09     2193        3    16009    99.9%            9      14987
15:54:10     2045    17315    11627    10.6%            9      15005
15:54:11     2116     7875     9507    21.2%            9      14992
15:54:12     2002        0    13534   100.0%            9      15002
15:54:13     2011    38752    11326     4.9%            9      15010
15:54:14     2806     9696    14274    22.4%            9      15002
15:54:15     2012        0    14528   100.0%            9      14992
15:54:16     2095        6    10322    99.7%            9      14994
15:54:17     2126        4    10205    99.8%            9      15005
15:54:18     2012    20063    12760     9.1%            9      14995
15:54:19     2044     3775    11393    35.1%            9      14995
15:54:20     2012        0    11934   100.0%            9      15003
15:54:21     1986    43023    10091     4.4%            9      14998
15:54:22     1959     4737    10755    29.3%            9      14995
15:54:23     1983        0     9516   100.0%            9      15001
15:54:24     2025        0    14787   100.0%            9      14992
15:54:25     2006        0    13926   100.0%            9      15001
15:54:26     2015        0    15649   100.0%            9      14988
15:54:27     1984    43394    10357     4.4%            9      15001
15:54:28     2026     1757    16575    53.6%            9      14998
15:54:29     2027        0    12048   100.0%            9      14987
15:54:30     2004       93    11510    95.6%            9      14996
15:54:31     2016    45472     9482     4.2%            9      15006
15:54:32     1982        0    17698   100.0%           10      14986
15:54:33     2016        0    14891   100.0%           10      14996
15:54:34     2007        0    16993   100.0%           10      14988
15:54:35     1960     2784    12255    41.3%           10      15004
15:54:36     2050    45152    11291     4.3%           10      14986
15:54:37     2019        2    15178    99.9%           10      15001
15:54:38     1995        0    14479   100.0%           10      14986
15:54:39     1994        0    13403   100.0%           10      14994
15:54:40     2018        0    14516   100.0%           10      15004
15:54:41     2007     7520    15344    21.1%           10      14995
15:54:42     2030    37314    12490     5.2%           10      14990
15:54:43     1990        0    14658   100.0%           10      15001
15:54:44     1969        0    10427   100.0%           10      15001
15:54:45     2031        0    13644   100.0%           10      14990
15:54:46     1947    10656     8605    15.4%           10      14995
15:54:47     1998    33122    10529     5.7%           10      15008
15:54:48     2201        9    14034    99.6%           10      15001
15:54:49     2150        3    10476    99.9%           10      14987
15:54:50     2135        6    10903    99.7%           10      14998
15:54:51     2133     5155    15429    29.3%           10      14982
15:54:52     1992    19363     8405     9.3%           10      15004
15:54:53     2135        3    14590    99.9%           10      14989
15:54:54     1987     3904    12056    33.7%           10      15003
15:54:55     1998    22363    16468     8.2%           10      15002
15:54:56     1981        0    13836   100.0%           10      14985
15:54:57     1992    17021    15700    10.5%           10      14990
15:54:58     3022    30080    10697     9.1%           10      14993
15:54:59     2181        1    12767   100.0%           10      15001
15:55:00     2113        1    16457   100.0%           10      14995
15:55:01     1972        0    10664   100.0%           10      14999
15:55:02     1989    21945    11189     8.3%           10      14990
15:55:03     2019    25472    10349     7.3%           10      14999
15:55:04     1968        0    10612   100.0%           10      14999
15:55:05     2008        0    14973   100.0%           10      14985
15:55:06     2005        0    15415   100.0%           10      14996
15:55:07     2002    26050    13250     7.1%           10      15002
15:55:08     2045    22272    12911     8.4%           10      14991
15:55:09     1990        0    11411   100.0%           10      14998
15:55:10     2007        0    12963   100.0%           10      15006
15:55:12     1989        0    12572   100.0%           10      14990
15:55:13     1998        2    15342    99.9%           10      15002
15:55:14     1998    30656    14808     6.1%           10      15005
15:55:15     1959    17120     7003    10.3%           10      14990
15:55:16     1989        0    15395   100.0%           10      15003
15:55:17     2812        0    16573   100.0%           10      14997
15:55:18     2007        2    10924    99.9%           10      15003
15:55:19     1973    33152    12128     5.6%           10      14990
15:55:20     2021    14528     7616    12.2%           10      14998
15:55:21     2005        0    11703   100.0%           10      15003
15:55:22     2030        0    20081   100.0%           10      14999
15:55:23     1997        1    15666    99.9%           10      14987
15:55:24     2012        0    13739   100.0%           10      14998
15:55:25     1960    37696    10225     4.9%           10      15012
15:55:26     1981     9472     8647    17.3%           10      15008
15:55:27     1981        0    15343   100.0%           10      15007
15:55:28     2024        2    12961    99.9%           10      15007
15:55:29     2037        0    19057   100.0%           10      15007
15:55:30     1993    41376    13464     4.6%           10      15010
15:55:31     2156     6276    10971    25.6%           10      15005
15:55:32     2140        4    10057    99.8%           10      15007
15:55:33     2024        0     3329   100.0%           10      15008
15:55:34     2146        6    11582    99.7%           10      15008
15:55:35     2130     7331    15193    22.5%           10      15007
15:55:36     2110    16707    16327    11.2%           10      15009
15:55:37     2121        3     9938    99.9%           10      15006
15:55:38     1960    13879    11431    12.4%           10      15008
15:55:39     2033    33081    12458     5.8%           10      15012
15:55:40     2014        0    10869   100.0%           10      15012
15:55:41     1975        0    15493   100.0%           10      15010
15:55:42     2006        2    11107    99.9%           10      15009
15:55:43     2171     6659     9169    24.6%           10      15008
15:55:44     2117    17251    11103    10.9%           10      15010
15:55:45     2028        0    14836   100.0%           10      15008
15:55:46     1966    19776     9859     9.0%           10      15012
15:55:47     2044    27103    12543     7.0%           10      15011
15:55:48     2001        0    13875   100.0%           10      15009
15:55:49     2008        0    12102   100.0%           10      15008
15:55:50     1974        0    11734   100.0%           10      15007
15:55:51     2018    24704    17529     7.6%           10      14990
15:55:52     1997    23522    11328     7.8%           10      14988
15:55:53     1952        0    11200   100.0%           10      14991
15:55:54     1980        0    15026   100.0%           10      15002
15:55:55     1988        0    18396   100.0%           10      14995
15:55:56     2005    26400    13721     7.1%           10      15009
15:55:57     1963    19746    13499     9.0%           10      14993
15:55:58     1979        0    11405   100.0%           10      15002
15:55:59     1980        0    14471   100.0%           10      14992
15:56:00     1997        0    12043   100.0%           10      15001
15:56:01     2734    30848    13204     8.1%           10      15004
15:56:02     1971    17346     9897    10.2%           10      15003
15:56:03     1999        0    13588   100.0%           10      14988
15:56:04     1988        0    12504   100.0%           10      14999
15:56:05     2031        0    17984   100.0%           10      14991
15:56:06     1954    33344     8937     5.5%           10      14992
15:56:07     2006    14363    12615    12.3%           10      14980
15:56:08     2029        0    16571   100.0%           10      14995
15:56:09     2002        0    14785   100.0%           10      14980
15:56:10     1995        0    14167   100.0%           10      14989
15:56:11     1989        0    13522   100.0%           10      14996
15:56:12     2003    34754    12107     5.4%           10      14988
15:56:13     1996    11200    13272    15.1%           10      14992
15:56:14     1988        0    13124   100.0%           10      15000
15:56:15     2275        9    15966    99.6%           10      14988
15:56:16     2149        3    10372    99.9%           10      14994
15:56:17     2106        7    12125    99.7%           10      14976
15:56:18     2029    20160    13491     9.1%           10      14982
15:56:19     2177     3843    13263    36.2%           10      14995
15:56:20     2088    23779    10459     8.1%           10      14996
15:56:21     2047      931    10402    68.7%           10      14981
15:56:23     1969        0     9845   100.0%           10      14990
15:56:24     2016    44544    10321     4.3%           10      14995
15:56:25     1998     2784    13648    41.8%           10      14993
15:56:26     2008        0    16232   100.0%           10      14982
15:56:27     2161        3    12568    99.9%           10      14990
15:56:28     2047        3     6264    99.9%           10      14986
15:56:29     2003     1344    12367    59.8%           10      15000
15:56:30     2020    45468     9977     4.3%           10      14985
15:56:31     1981        0    12466   100.0%           10      14989
15:56:32     2029        0    12613   100.0%           10      14982
15:56:33     2000        0     9440   100.0%           10      14989
15:56:34     2011     5056    10146    28.5%           10      14992
15:56:35     1995    41632    10504     4.6%           10      14982
15:56:36     1977        0    13402   100.0%           10      14993
15:56:37     2020        0    14962   100.0%           10      14980
15:56:38     2012        1    11409   100.0%           10      14992
15:56:39     2005     7967    11524    20.1%           10      14987
15:56:40     2022    39648    10818     4.9%           10      15001
15:56:41     1959        0    10743   100.0%           10      14976
15:56:42     1994        0    11634   100.0%           10      14984
15:56:43     2004        0    12813   100.0%           10      14996
15:56:44     2019        0    13486   100.0%           10      14983
15:56:45     2000    12096    13698    14.2%           10      14989
15:56:46     3070    33888    11554     8.3%           10      14980
15:56:47     1967        0    10224   100.0%           10      14984
15:56:48     1996        2     8758    99.9%           10      14987
15:56:49     1977        0    11932   100.0%           10      14994
15:56:50     2001    17056    10986    10.5%           10      14994
15:56:51     2002    30624    10470     6.1%           10      14997
15:56:52     2019        0    13721   100.0%           10      14983
15:56:53     2008        2    15777    99.9%           10      14995
15:56:54     1999        0    11816   100.0%           10      14980
15:56:55     1997        0    11513   100.0%           10      14990
15:56:56     1944    20448    13496     8.7%           10      14980
15:56:57     1959    26240    12999     6.9%           10      14989
15:56:58     1971        2    15879    99.9%           10      14975
15:56:59     2242        6    13169    99.7%           10      14987
15:57:00     2141        6    11211    99.7%           10      14996
15:57:01     2129     7587    15400    21.9%           10      14980
15:57:02     2038    15556    10306    11.6%           10      14973
15:57:03     2072    19011    13267     9.8%           10      14988
15:57:04     2073    13764    11402    13.1%           10      14975
15:57:05     2077        5    11309    99.8%           10      14978
15:57:06     1994        0    14956   100.0%           10      14989
15:57:07     1964    32253    10755     5.7%           10      14997
15:57:08     2033    13440    14967    13.1%           10      14990
15:57:09     1974        0    14829   100.0%           10      14975
15:57:10     2161        0    10735   100.0%           10      14983
15:57:11     2155        5    15361    99.8%           10      14969
15:57:12     1994    19424    13560     9.3%           10      14984
15:57:13     2007     5499    12082    26.7%           10      14992
15:57:14     2027        0    13428   100.0%           10      14978
15:57:15     2730    37632     7701     6.8%           10      14997
15:57:16     1999     9055     9874    18.1%           10      14989
15:57:17     1984        2    12676    99.9%           10      14977
15:57:18     2013        0    12238   100.0%           10      14989
15:57:19     1997        0    12107   100.0%           10      14972
15:57:21     1984    42176     9171     4.5%           10      14991
15:57:22     2019     5056    13026    28.5%           10      14975
15:57:23     2019        2    13657    99.9%           10      14989
15:57:24     2010        0    13061   100.0%           10      14973
15:57:25     2021       64    14584    96.9%           10      14989
15:57:26     1970    45632    14221     4.1%           10      14972
15:57:27     2012     1856    14627    52.0%           10      14992
15:57:28     2004        0    12891   100.0%           10      14977
15:57:29     2000        0    14333   100.0%           10      14987
15:57:30     1994        0    15975   100.0%           10      14974
15:57:31     1968      629    13768    75.8%           10      14985
15:57:32     2016    46432    11305     4.2%           10      14976
15:57:33     2007        2    15174    99.9%           10      14987
15:57:34     2010        0    15121   100.0%           10      14973
15:57:35     2004        0    12278   100.0%           10      14979
15:57:36     2018     3584    14377    36.0%           10      14979
15:57:37     1970    43520    10336     4.3%           10      14972
15:57:38     2026        2    16437    99.9%           10      14986
15:57:39     2002        0    14405   100.0%           10      14973
15:57:40     1996        0    11525   100.0%           10      14979
15:57:41     2013        0    15109   100.0%           10      14989
15:57:42     1993     6592    13221    23.2%           10      14971
15:57:43     2219    35296    11459     5.9%           10      14979
15:57:44     2171        6    15466    99.7%           10      14994
15:57:45     2195        3    14768    99.9%           10      14980
15:57:46     2085     3368     9812    38.2%           10      14993
15:57:47     2092    23876     9727     8.1%           10      14986
15:57:48     2176        4     9896    99.8%           10      14993
15:57:49     2128        6    10218    99.7%           10      14977
15:57:50     2028    12564    14559    13.9%           10      14992
15:57:51     2016    34944    11848     5.5%           10      14988
15:57:52     2006        0    13568   100.0%           10      14973
15:57:53     1999        0    14293   100.0%           10      14984
15:57:54     1993        0     8420   100.0%           10      14980
15:57:55     1968        0     9850   100.0%           10      14989
15:57:56     1971    16096    13278    10.9%           10      14985
15:57:57     2011    30112    10670     6.3%           10      14986
15:57:58     2010        2    11609    99.9%           10      14973
15:57:59     3016        0     8003   100.0%           10      14975
15:58:00     1982        0     9585   100.0%           10      14983
15:58:01     2015    21952    12164     8.4%           10      14984
15:58:02     2028    25919    11536     7.3%           10      14971
15:58:03     1989        0    16463   100.0%           10      14987
15:58:04     1945        0    10098   100.0%           10      14986
15:58:05     1917        0     4548   100.0%           10      14971
15:58:06     1896        0     3851   100.0%           10      14981
15:58:07     1907        0     3781   100.0%           10      14990
15:58:08     1912        2     3899    99.9%           10      14975
15:58:09     1914    26720     3782     6.7%           10      14990
15:58:10     1938    20032     4030     8.8%           10      14980
15:58:11     1892        0     4044   100.0%           10      14991
15:58:12     1906        0     3919   100.0%           10      14977
15:58:13     1911        2     4059    99.9%           10      14987
15:58:14     1933        0     3815   100.0%           10      14974
15:58:15     1923        0     4875   100.0%           10      14987
15:58:16     1920        0     3729   100.0%           10      14972
15:58:17     1920        0     4553   100.0%           10      14985
15:58:18     1965        0     5168   100.0%           10      14973
15:58:19     1975        0     9170   100.0%           10      14969
15:58:20     2236        9    10202    99.6%           10      14975
15:58:21     2132        7    15009    99.7%           10      14987
15:58:22     2053    27107     9119     7.0%           10      14970
15:58:24     2214        0    15472   100.0%           10      14987
15:58:25     1998     1056    13697    65.4%           10      14975
15:58:26     2774    45728    10034     5.7%           10      14982
15:58:27     2002        0    13369   100.0%           10      14971
15:58:28     2000        0    15250   100.0%           10      14984
15:58:29     2020        0    10340   100.0%           10      14966
15:58:30     2185       69    11188    96.9%           10      14974
15:58:31     2046    20544    10179     9.1%           10      14984
15:58:32     2010        0    13671   100.0%           10      14970
15:58:33     2038     7071    13313    22.4%           10      14986
15:58:34     2032    40256    10641     4.8%           10      14978
15:58:35     2040        0    13813   100.0%           10      14968
15:58:36     1967        0    10529   100.0%           10      14975
15:58:37     2002        1    12923   100.0%           10      14987
15:58:38     1950     9504    11700    17.0%           10      14988
15:58:39     2022    37824    12392     5.1%           10      14985
15:58:40     2019        0    14691   100.0%           10      14975
15:58:42     1989        0    11767   100.0%           10      14984
15:58:43     1983        2     9525    99.9%           10      14990
15:58:44     1987    12992    10279    13.3%           10      14973
15:58:45     2055    34080    10684     5.7%           10      14966
15:58:46     2002        0     9877   100.0%           10      14973
15:58:47     1990        0    11254   100.0%           10      14976
15:58:48     1990        0     8355   100.0%           10      14976
15:58:49     1998        0     8912   100.0%           10      14980
15:58:50     1993    16352    13209    10.9%           10      14982
15:58:51     2020    30784     9883     6.2%           10      14984
15:58:52     2005        0    11672   100.0%           10      14967
15:58:53     1993        2    10389    99.9%           10      14974
15:58:54     2019        0    12453   100.0%           10      14985
15:58:55     1968    17664     9961    10.0%           10      14974
15:58:56     2034    28480    13023     6.7%           10      14972
15:58:57     2007        0    12004   100.0%           10      14977
15:58:58     1986        2     8813    99.9%           10      14978
15:58:59     1975        0    14228   100.0%           10      14988
15:59:00     2001        0     9527   100.0%           10      14971
15:59:01     1952    22591     9234     8.0%           10      14981
15:59:02     2991    24358    10091    10.9%           10      14966
15:59:03     2086        5    10437    99.8%           10      14967
15:59:04     2220        3    13592    99.9%           10      14983
15:59:05     2170        6    10223    99.7%           10      14964
15:59:06     2105        6    10855    99.7%           10      14967
15:59:07     2031    26883    13717     7.0%           10      14984
15:59:08     2024      856    11366    70.3%           10      14972
15:59:09     1990        0    10968   100.0%           10      14984
15:59:10     1943    46624    10797     4.0%           10      14974
15:59:11     2038      672    13868    75.2%           10      14989
15:59:12     2123        3    16908    99.9%           10      14990
15:59:13     2110        4    12090    99.8%           11      14989
15:59:14     2019      831    10487    70.8%           11      14990
15:59:15     2017    46048    15437     4.2%           11      14995
15:59:16     1990        0     9983   100.0%           11      14992
15:59:17     2005        0    14905   100.0%           11      14988
15:59:18     1998        0    12197   100.0%           11      14988
15:59:19     2010     4252    14551    32.1%           11      14990
15:59:20     2043    40672    10720     4.8%           11      14992
15:59:21     1930        0     8585   100.0%           11      14991
15:59:22     1990        0    12797   100.0%           11      14989
15:59:23     1973        0    11317   100.0%           11      14988
15:59:24     2000        0    14389   100.0%           11      14988
15:59:25     1939     9536    11156    16.9%           11      14989
15:59:26     2018    38336    12688     5.0%           11      14991
15:59:28     1999        2    11473    99.9%           11      14990
15:59:29     1995        0    12549   100.0%           11      14993
15:59:30     2025        0    17505   100.0%           11      14992
15:59:31     1942    12192    11814    13.7%           11      14992
15:59:32     2029    34240    12813     5.6%           11      14995
15:59:33     1975        2    13863    99.9%           11      14992
15:59:34     1977        0    12210   100.0%           11      14992
15:59:35     1975        0    13300   100.0%           11      14989
15:59:36     1986    15488    11644    11.4%           11      14989
15:59:37     1941    32224     6397     5.7%           11      14972
15:59:38     1958        2    13390    99.9%           11      14982
15:59:39     1975        0    13273   100.0%           11      14989
15:59:40     2008        0    14928   100.0%           11      14975
15:59:41     1966        0     8483   100.0%           11      14980
15:59:42     1943    19232    13157     9.2%           11      14962
15:59:43     2013    27106    15068     6.9%           11      14979
15:59:44     2001        0    15901   100.0%           11      14967
15:59:45     2187        6    15100    99.7%           11      14980
15:59:46     2143        6    10542    99.7%           11      14962
15:59:47     2094     9475    12325    18.1%           11      14979
15:59:48     2033    13215     9320    13.3%           11      14977
15:59:49     2147        3    11527    99.9%           11      14964
15:59:50     2074    16355    13324    11.3%           11      14977
15:59:51     2068     6880     8626    23.1%           11      14981
15:59:52     1963        0    12190   100.0%           11      14967
15:59:53     1947    33717    10567     5.5%           11      14977
15:59:54     2001    10783     8791    15.7%           11      14974
15:59:55     1996        0    11531   100.0%           11      14980
15:59:56     2126        3    14055    99.9%           11      14962
15:59:57     2118        8    10419    99.6%           11      14967
15:59:58     1984        0    14187   100.0%           11      14977
15:59:59     1943    39360    10201     4.7%           11      14963
16:00:00     1969     7711    10953    20.3%           11      14978
16:00:01     1960        0    12355   100.0%           11      14982
16:00:02     2743        0     7968   100.0%           11      14982
16:00:03     2006        2    13410    99.9%           11      14966
16:00:04     1995        0    13605   100.0%           11      14974
16:00:05     1971    43392    14795     4.3%           11      14976
16:00:06     2012     3200    12758    38.6%           11      14978
16:00:07     1985        0    12292   100.0%           11      14960
16:00:08     1990        1    13901    99.9%           11      14971
16:00:09     1962        0     8969   100.0%           11      14972
16:00:10     2027    47904    16148     4.1%           11      14973
16:00:11     1995       94    12648    95.5%           11      14964
16:00:12     1984        0     9807   100.0%           11      14968
16:00:13     1969        2    13726    99.9%           11      14979
16:00:14     1950     1056    15700    64.9%           11      14971
16:00:15     1996    44896     9381     4.3%           11      14978
16:00:16     1982        0    14574   100.0%           11      14964
16:00:17     1964        0    14184   100.0%           11      14972
16:00:18     1979        2    14749    99.9%           11      14960
16:00:19     1976     5280    16086    27.2%           11      14971
16:00:20     2041    41760    17844     4.7%           11      14974
16:00:21     1981        0     9902   100.0%           11      14980
16:00:22     1972        0    17087   100.0%           11      14971
16:00:23     1992        0    13124   100.0%           11      14980
16:00:24     1951     7200    11078    21.3%           11      14977
16:00:25     1994    39776    13664     4.8%           11      14965
16:00:26     2002        0    16155   100.0%           11      14980
16:00:27     1958        2    10332    99.9%           11      14957
16:00:29     2195        0    14890   100.0%           11      14974
16:00:30     2145        3    11793    99.9%           11      14961
16:00:31     2119     2694     9264    44.0%           11      14970
16:00:32     2061    20128    11654     9.3%           11      14977
16:00:33     2051        7     8500    99.7%           11      14972
16:00:34     2075    11715    11749    15.0%           11      14980
16:00:35     2068    18592    11655    10.0%           11      14977
16:00:36     1971        0    11720   100.0%           11      14958
16:00:37     1953    19584     9103     9.1%           11      14964
16:00:38     1979    28189     8943     6.6%           11      14977
16:00:39     1976        0    11372   100.0%           11      14981
16:00:40     2106        6    11064    99.7%           11      14959
16:00:41     2151        3    13439    99.9%           11      14973
16:00:42     1963        0     7547   100.0%           11      14971
16:00:43     1992        0    13767   100.0%           11      14954
16:00:44     2011    22880     9872     8.1%           11      14975
16:00:45     2017    24192    13246     7.7%           11      14982
16:00:46     1968        0    12970   100.0%           11      14967
16:00:47     1996        0     8743   100.0%           11      14972
16:00:48     3030        2    14900    99.9%           11      14963
16:00:49     1993    26496    10884     7.0%           11      14973
16:00:50     2022    21728    10734     8.5%           11      14965
16:00:51     2001        0    14449   100.0%           11      14978
16:00:52     1972        0    14187   100.0%           11      14964
16:00:53     1991        2    16211    99.9%           11      14978
16:00:54     2007    28257    12978     6.6%           11      14974
16:00:55     1992    17536    10605    10.2%           11      14976
16:00:56     2009        0    13007   100.0%           11      14965
16:00:57     1986        0    10758   100.0%           11      14969
16:00:58     1980        1    14895    99.9%           11      14954
16:00:59     1967    31008    10469     6.0%           11      14979
16:01:00     2034    16032    12748    11.3%           11      14978
16:01:01     1993        0    12265   100.0%           11      14964
16:01:02     1979        0    13510   100.0%           11      14974
16:01:03     1957        1    10732    99.9%           11      14956
16:01:04     2007        0    11063   100.0%           11      14965
16:01:05     1983    35104    10963     5.3%           11      14960
16:01:06     1995    11712     9292    14.6%           11      14961
16:01:07     1924        0     6819   100.0%           11      14954
16:01:08     1993        2     9876    99.9%           11      14961
16:01:09     1980        0    10848   100.0%           11      14967
16:01:10     2001        0    13310   100.0%           11      14956
16:01:11     2000    38720     9344     4.9%           11      14963
16:01:12     2219     8870    12376    20.0%           11      14960
16:01:13     2033        5     4730    99.8%           11      14951
16:01:14     2166        2    10541    99.9%           11      14960
16:01:16     2124        6    11540    99.7%           11      14968
16:01:17     2131       67    15571    97.0%           11      14961
16:01:18     2819    27875    11802     9.2%           11      14967
16:01:19     1942        0    11880   100.0%           11      14972
16:01:20     1932     4928    13955    28.2%           11      14974
16:01:21     2006    41664    12744     4.6%           11      14960
16:01:22     1980        0    13001   100.0%           11      14972
16:01:23     1991        0    11898   100.0%           11      14958
16:01:24     2196        8     9198    99.6%           11      14965
16:01:25     1963     5504    13394    26.3%           11      14971
16:01:26     2053    39071    17788     5.0%           11      14965
16:01:27     1964        0    11858   100.0%           11      14973
16:01:28     1963        2    12038    99.9%           11      14954
16:01:29     1970        0    16332   100.0%           11      14968
16:01:30     1955    10844    10319    15.3%           11      14968
16:01:31     1975    35296    12663     5.3%           11      14965
16:01:32     1966        0    12629   100.0%           11      14971
16:01:33     1952        0    12714   100.0%           11      14955
16:01:34     1970        0     9622   100.0%           11      14963
16:01:35     1969        0    10770   100.0%           11      14968
16:01:36     1990    15936    14420    11.1%           11      14969
16:01:37     1962    32000     9978     5.8%           11      14976
16:01:38     1985        1    14071    99.9%           11      14959
16:01:39     2012        0    14407   100.0%           11      14971
16:01:40     1980        0    14122   100.0%           11      14955
16:01:41     1952    17472    11537    10.0%           11      14955
16:01:42     2013    29120    13405     6.5%           11      14956
16:01:43     1938        1    11015    99.9%           11      14958
16:01:44     1991        0    14452   100.0%           11      14969
16:01:45     1987        0    13376   100.0%           11      14953
16:01:46     1933    21119     7326     8.4%           11      14975
16:01:47     2057    26368    14573     7.2%           11      14966
16:01:48     1993        0    13560   100.0%           11      14970
16:01:49     1986        0    14229   100.0%           11      14960
16:01:50     1970        0    13670   100.0%           11      14968
16:01:51     1975        0    11934   100.0%           11      14953
16:01:52     1966    24800    12369     7.3%           11      14955
16:01:53     2003    22466    14327     8.2%           11      14967
16:01:54     1984        0    14196   100.0%           11      14965
16:01:55     2203        6    13011    99.7%           11      14973
16:01:56     2114        6    12865    99.7%           11      14952
16:01:57     2117    13091    13329    13.9%           11      14957
16:01:58     2045    10879     5902    15.8%           11      14956
16:01:59     2152        2    14518    99.9%           11      14970
16:02:00     2064    14117    12010    12.8%           11      14957
16:02:01     2907     7619    14814    27.6%           11      14954
16:02:02     1993        0    14490   100.0%           11      14963
16:02:03     1968    34872    10053     5.3%           11      14956
16:02:04     1981     9376    11670    17.4%           11      14951
16:02:05     1959        0    10065   100.0%           11      14950
16:02:06     2122        2     9436    99.9%           11      14955
16:02:07     2123        6    10647    99.7%           11      14960
16:02:08     1956    23361    13233     7.7%           11      14951
16:02:09     2019     3867    10119    34.3%           11      14968
16:02:10     2003        0    13631   100.0%           11      14958
16:02:11     1996        0    16449   100.0%           11      14972
16:02:12     1964    42752     8897     4.4%           11      14966
16:02:13     2008     4673    13298    30.1%           11      14970
16:02:14     1982        0    13033   100.0%           11      14952
16:02:15     2002        0    14385   100.0%           11      14963
16:02:16     1973        0     9523   100.0%           11      14964
16:02:17     1973    44480    14220     4.2%           11      14968
16:02:18     1987     1569    12448    55.9%           11      14960
16:02:19     2012        0    13639   100.0%           11      14970
16:02:20     1940        0    11901   100.0%           11      14948
16:02:21     2018        0    12291   100.0%           11      14959
16:02:23     1990      704    11922    73.9%           11      14970
16:02:24     1986    45058    10279     4.2%           11      14955
16:02:25     1983        0    10732   100.0%           11      14966
16:02:26     1977        0    10779   100.0%           11      14950
16:02:27     1952        0     9612   100.0%           11      14948
16:02:28     1984     3584    10656    35.6%           11      14972
16:02:29     1947    39618    11873     4.7%           11      14958
16:02:30     1996        0    16146   100.0%           11      14972
16:02:31     1964        0    12306   100.0%           11      14954
16:02:32     1983        0    11115   100.0%           11      14960
16:02:33     1967     6976    14283    22.0%           11      14971
16:02:34     2013    38303    12938     5.0%           11      14958
16:02:35     1957        0    12690   100.0%           11      14965
16:02:36     1968        0    13624   100.0%           11      14947
16:02:37     1955        0    12007   100.0%           11      14956
16:02:38     1988     8768    14503    18.5%           11      14953
16:02:39     2132    29569    11961     6.7%           11      14968
16:02:40     2141        5    12855    99.8%           11      14955
16:02:41     2168        3    13809    99.9%           11      14966
16:02:42     2150        6    11461    99.7%           11      14950
16:02:43     2129    19237    12030    10.0%           11      14954
16:02:44     2145     7650    10946    21.9%           11      14947
16:02:45     1974        0     9871   100.0%           11      14953
16:02:46     3030    40160    11277     7.0%           11      14968
16:02:47     1990     6592    10820    23.2%           11      14948
16:02:48     1984        0    10971   100.0%           11      14959
16:02:49     2006        0    13363   100.0%           11      14946
16:02:50     2226       11     7012    99.5%           11      14945
16:02:51     2010        0    12431   100.0%           11      14963
16:02:52     2027    46048    11343     4.2%           11      14974
16:02:53     1961     1759    11966    52.7%           11      14976
16:02:54     2002        0    11555   100.0%           11      14975
16:02:55     1995        0     8842   100.0%           11      14974
16:02:57     1965      672     8266    74.5%           11      14972
16:02:58     2065    45088    12553     4.4%           11      14973
16:02:59     1977        2    13150    99.9%           11      14972
